,0,1,2
2778,receiv,a,white
2779,a,white,color
2780,white,color,batteri
2781,color,batteri,that
2782,batteri,that,goe
2783,that,goe,dead
2784,goe,dead,after
2785,dead,after,a
2786,after,a,coupl
2787,a,coupl,hoursth
2788,coupl,hoursth,origin
2789,hoursth,origin,use
2790,origin,use,to
2791,use,to,last
2792,to,last,a
2793,last,a,week
2794,a,week,but
2795,week,but,still
2796,but,still,last
2797,still,last,longer
2798,last,longer,than
2799,longer,than,thereplac
2800,than,thereplac,after
2801,thereplac,after,a
2802,after,a,year
2803,year,the,batteri
2804,the,batteri,went
2805,batteri,went,complet
2806,went,complet,dead
2807,complet,dead,on
2808,dead,on,my
2809,have,use,sever
2810,use,sever,phone
2811,sever,phone,in
2812,phone,in,two
2813,in,two,year
2814,two,year,but
2815,year,but,this
2816,this,one,is
2817,an,awesom,new
2818,awesom,new,look
2819,new,look,for
2820,look,for,fall
2821,for,fall,this
2822,fall,this,is
2823,is,the,first
2824,first,phone,i
2825,ve,had,that
2826,had,that,has
2827,that,has,been
2828,has,been,so
2829,been,so,cheapli
2830,so,cheapli,made
2831,att,is,not
2832,is,not,clear
2833,not,clear,sound
2834,veri,distort,and
2835,distort,and,you
2836,and,you,have
2837,to,yell,when
2838,yell,when,you
2839,when,you,talk
2840,the,plastic,break
2841,plastic,break,realli
2842,break,realli,easi
2843,realli,easi,on
2844,easi,on,this
2845,on,this,clip
2846,price,is,good
2847,is,good,too
2848,too,don,t
2849,same,mistak,i
2850,mistak,i,did
2851,oh,and,i
2852,and,i,forgot
2853,i,forgot,to
2854,forgot,to,also
2855,to,also,mention
2856,also,mention,the
2857,mention,the,weird
2858,the,weird,color
2859,weird,color,effect
2860,color,effect,it
2861,effect,it,has
2862,it,has,on
2863,has,on,your
2864,on,your,phone
2865,your,phone,i
2866,phone,i,m
2867,m,use,it
2868,with,an,iriv
2869,an,iriv,spinn
2870,iriv,spinn,with
2871,spinn,with,case
2872,with,case,and
2873,also,the,area
2874,the,area,where
2875,area,where,my
2876,where,my,unit
2877,my,unit,broke
2878,unit,broke,i
2879,broke,i,m
2880,m,not,too
2881,not,too,fond
2882,too,fond,of
2883,fond,of,the
2884,of,the,magnet
2885,the,magnet,strap
2886,i,am,psych
2887,am,psych,to
2888,have,a,phone
2889,a,phone,which
2890,phone,which,has
2891,which,has,all
2892,has,all,my
2893,all,my,appoint
2894,my,appoint,and
2895,appoint,and,contact
2896,and,contact,in
2897,in,and,get
2898,and,get,great
2899,everi,thing,on
2900,thing,on,phone
2901,on,phone,work
2902,phone,work,perfect
2903,work,perfect,she
2904,perfect,she,like
2905,she,like,it
2906,it,anoth,note
2907,anoth,note,about
2908,note,about,this
2909,about,this,phone
2910,this,phone,s
2911,phone,s,appear
2912,s,appear,is
2913,appear,is,that
2914,that,it,realli
2915,it,realli,look
2916,realli,look,rather
2917,look,rather,bland
2918,rather,bland,especi
2919,bland,especi,in
2920,especi,in,the
2921,the,all,black
2922,all,black,model
2923,black,model,it
2924,model,it,s
2925,s,realli,easi
2926,my,sanyo,has
2927,sanyo,has,surviv
2928,has,surviv,dozen
2929,surviv,dozen,of
2930,dozen,of,drop
2931,of,drop,on
2932,drop,on,blacktop
2933,on,blacktop,without
2934,blacktop,without,ill
2935,without,ill,effect
2936,it,find,my
2937,find,my,cell
2938,cell,phone,right
2939,phone,right,away
2940,right,away,when
2941,away,when,i
2942,when,i,enter
2943,i,enter,the
2944,enter,the,car
2945,low,qualiti,i
2946,recommend,this,modest
2947,this,modest,price
2948,modest,price,cellular
2949,price,cellular,phone
2950,phone,but,it
2951,but,it,doe
2952,it,doe,get
2953,doe,get,better
2954,get,better,recept
2955,better,recept,and
2956,recept,and,clariti
2957,and,clariti,than
2958,clariti,than,ani
2959,than,ani,phone
2960,ani,phone,i
2961,ve,had,befor
2962,warn,stay,away
2963,i,wish,i
2964,i,could,return
2965,could,return,the
2966,return,the,unit
2967,the,unit,and
2968,unit,and,get
2969,and,get,back
2970,get,back,my
2971,awsom,devic,work
2972,devic,work,great
2973,great,i,use
2974,i,use,to
2975,use,to,talk
2976,to,talk,on
2977,talk,on,it
2978,on,it,for
2979,it,for,hour
2980,for,hour,and
2981,hour,and,the
2982,the,batteri,would
2983,batteri,would,be
2984,would,be,liter
2985,be,liter,drain
2986,liter,drain,and
2987,drain,and,die
2988,and,die,if
2989,if,you,don
2990,don,t,find
2991,t,find,it
2992,find,it,too
2993,it,too,bad
2994,too,bad,as
2995,bad,as,again
2996,as,again,the
2997,again,the,unit
2998,the,unit,come
2999,unit,come,with
3000,come,with,one
3001,with,one,earpad
3002,one,earpad,onli
3003,earpad,onli,i
3004,onli,i,would
3005,recommend,this,to
3006,this,to,anyon
3007,i,might,have
3008,might,have,gotten
3009,have,gotten,a
3010,gotten,a,defect
3011,a,defect,but
3012,defect,but,i
3013,but,i,would
3014,would,not,risk
3015,not,risk,buy
3016,risk,buy,it
3017,buy,it,again
3018,again,becaus,of
3019,becaus,of,the
3020,of,the,built
3021,the,built,qualiti
3022,built,qualiti,alon
3023,they,made,this
3024,made,this,case
3025,this,case,too
3026,case,too,small
3027,too,small,and
3028,small,and,is
3029,veri,difficult,to
3030,difficult,to,instal
3031,restor,my,phone
3032,phone,to,like
3033,to,like,new
3034,like,new,perform
3035,would,recommend,purchas
3036,recommend,purchas,the
3037,purchas,the,jabra
3038,the,jabra,jx
3039,jabra,jx,seri
3040,jx,seri,which
3041,seri,which,work
3042,which,work,flawless
3043,work,flawless,with
3044,flawless,with,my
3045,with,my,moto
3046,my,moto,q
3047,moto,q,go
3048,q,go,figur
3049,go,figur,i
3050,i,search,the
3051,search,the,internet
3052,the,internet,and
3053,internet,and,found
3054,and,found,this
3055,found,this,one
3056,this,one,to
3057,one,to,be
3058,be,the,best
3059,the,best,valu
3060,this,product,the
3061,the,screen,size
3062,screen,size,is
3063,size,is,big
3064,is,big,key
3065,big,key,pad
3066,key,pad,lit
3067,pad,lit,well
3068,lit,well,enough
3069,well,enough,and
3070,enough,and,the
3071,and,the,camera
3072,the,camera,qualiti
3073,camera,qualiti,is
3074,is,excel,for
3075,excel,for,a
3076,for,a,camera
3077,a,camera,phone
3078,there,s,realli
3079,s,realli,noth
3080,realli,noth,bad
3081,noth,bad,i
3082,bad,i,can
3083,can,say,about
3084,say,about,this
3085,about,this,headset
3086,this,headset,i
3087,glad,i,found
3088,found,this,product
3089,this,product,on
3090,product,on,amazon
3091,is,hard,to
3092,hard,to,find
3093,to,find,it
3094,find,it,wasn
3095,wasn,t,high
3096,t,high,price
3097,it,work,my
3098,my,colleagu,i
3099,colleagu,i,now
3100,i,now,get
3101,now,get,great
3102,get,great,recept
3103,great,recept,a
3104,recept,a,littl
3105,a,littl,expens
3106,littl,expens,but
3107,expens,but,perform
3108,but,perform,is
3109,perform,is,great
3110,great,i,even
3111,i,even,fulli
3112,even,fulli,charg
3113,fulli,charg,it
3114,charg,it,befor
3115,it,befor,i
3116,befor,i,went
3117,went,to,bed
3118,to,bed,and
3119,bed,and,turn
3120,and,turn,off
3121,turn,off,blue
3122,off,blue,tooth
3123,blue,tooth,and
3124,tooth,and,wi
3125,and,wi,fi
3126,fi,and,notic
3127,and,notic,that
3128,notic,that,it
3129,that,it,onli
3130,had,left,in
3131,left,in,the
3132,in,the,morn
3133,the,morn,i
3134,i,ve,also
3135,ve,also,had
3136,also,had,problem
3137,had,problem,with
3138,the,phone,read
3139,read,the,memori
3140,the,memori,card
3141,memori,card,in
3142,card,in,which
3143,in,which,i
3144,which,i,alway
3145,i,alway,turn
3146,alway,turn,it
3147,on,and,then
3148,and,then,off
3149,then,off,again
3150,not,good,when
3151,good,when,wear
3152,when,wear,a
3153,wear,a,hat
3154,a,hat,or
3155,hat,or,sunglass
3156,shipment,and,qualiti
3157,and,qualiti,product
3158,nice,solid,keyboard
3159,veri,well,made
3160,well,made,and
3161,made,and,fit
3162,and,fit,my
3163,fit,my,surefir
3164,my,surefir,perfect
3165,we,would,recommend
3166,would,recommend,these
3167,recommend,these,to
3168,these,to,other
3169,cant,get,the
3170,get,the,softwar
3171,the,softwar,to
3172,softwar,to,work
3173,to,work,with
3174,poor,voic,clariti
3175,the,batteri,work
3176,work,great,no
3177,no,buyer,remors
3178,buyer,remors,on
3179,remors,on,this
3180,on,this,one
3181,this,one,veri
3182,veri,disappoint,in
3183,disappoint,in,accessoryon
3184,i,find,this
3185,find,this,inexcus
3186,this,inexcus,and
3187,inexcus,and,so
3188,and,so,will
3189,so,will,probabl
3190,will,probabl,be
3191,probabl,be,return
3192,be,return,this
3193,return,this,phone
3194,phone,and,perhap
3195,and,perhap,chang
3196,perhap,chang,carrier
3197,look,great,and
3198,and,is,strong
3199,have,had,tmobil
3200,had,tmobil,servic
3201,tmobil,servic,for
3202,servic,for,or
3203,for,or,year
3204,or,year,now
3205,year,now,and
3206,now,and,i
3207,i,am,pretti
3208,am,pretti,happi
3209,the,updat,procedur
3210,updat,procedur,is
3211,procedur,is,difficult
3212,is,difficult,and
3213,difficult,and,cumbersom
3214,disappoint,i,hate
3215,i,hate,anyth
3216,hate,anyth,that
3217,anyth,that,goe
3218,that,goe,in
3219,goe,in,my
3220,my,ear,great
3221,great,softwar,for
3222,softwar,for,motorola
3223,the,deliveri,was
3224,deliveri,was,on
3225,was,on,time
3226,veri,easi,to
3227,use,uncomfort,in
3228,uncomfort,in,the
3229,ear,don,t
3230,don,t,use
3231,t,use,with
3232,use,with,lg
3233,with,lg,env
3234,lg,env,the
3235,the,volum,switch
3236,volum,switch,rocket
3237,switch,rocket,out
3238,rocket,out,of
3239,of,the,unit
3240,the,unit,to
3241,unit,to,a
3242,to,a,destin
3243,a,destin,unknown
3244,it,hold,a
3245,hold,a,charg
3246,a,charg,for
3247,for,a,long
3248,a,long,time
3249,long,time,is
3250,time,is,reason
3251,is,reason,comfort
3252,reason,comfort,under
3253,comfort,under,long
3254,under,long,wear
3255,long,wear,condit
3256,wear,condit,and
3257,condit,and,the
3258,the,qualiti,of
3259,qualiti,of,sound
3260,of,sound,is
3261,sound,is,tremend
3262,i,d,like
3263,d,like,to
3264,like,to,return
3265,the,keyboard,is
3266,keyboard,is,realli
3267,is,realli,worthwhil
3268,realli,worthwhil,in
3269,worthwhil,in,use
3270,in,use,and
3271,use,and,is
3272,and,is,sturdi
3273,is,sturdi,enough
3274,sturdi,enough,i
3275,enough,i,don
3276,expect,ani,problem
3277,verizon,s,bill
3278,s,bill,howev
3279,bill,howev,are
3280,howev,are,difficult
3281,difficult,to,understand
3282,to,understand,even
3283,understand,even,though
3284,even,though,their
3285,though,their,price
3286,their,price,plan
3287,price,plan,are
3288,plan,are,simpl
3289,after,charg,overnight
3290,charg,overnight,these
3291,overnight,these,batteri
3292,these,batteri,work
3293,work,great,you
3294,you,won,t
3295,won,t,regret
3296,t,regret,it
3297,regret,it,i
3298,it,i,love
3299,this,phone,a
3300,it,not,user
3301,not,user,friend
3302,unfortun,the,abil
3303,the,abil,to
3304,abil,to,actual
3305,to,actual,know
3306,actual,know,you
3307,know,you,are
3308,you,are,receiv
3309,are,receiv,a
3310,receiv,a,call
3311,is,a,rather
3312,a,rather,import
3313,rather,import,featur
3314,import,featur,and
3315,featur,and,this
3316,phone,is,piti
3317,is,piti,in
3318,piti,in,that
3319,in,that,respect
3320,then,i,exchang
3321,i,exchang,for
3322,exchang,for,the
3323,same,phone,even
3324,phone,even,that
3325,even,that,had
3326,that,had,the
3327,had,the,same
3328,this,result,in
3329,result,in,the
3330,the,phone,be
3331,phone,be,either
3332,be,either,stuck
3333,either,stuck,at
3334,stuck,at,max
3335,at,max,volum
3336,max,volum,or
3337,volum,or,mute
3338,or,mute,this
3339,this,pda,rock
3340,is,super,charg
3341,super,charg,up
3342,charg,up,for
3343,up,for,use
3344,for,use,as
3345,as,a,small
3346,a,small,hybrid
3347,small,hybrid,palmtop
3348,hybrid,palmtop,camera
3349,palmtop,camera,cellphon
3350,camera,cellphon,and
3351,cellphon,and,excel
3352,and,excel,in
3353,excel,in,those
3354,in,those,role
3355,would,definit,recommend
3356,definit,recommend,the
3357,recommend,the,jabra
3358,the,jabra,for
3359,jabra,for,those
3360,for,those,who
3361,those,who,are
3362,who,are,look
3363,look,for,comfort
3364,for,comfort,clariti
3365,comfort,clariti,and
3366,clariti,and,a
3367,and,a,great
3368,a,great,price
3369,great,price,i
3370,i,had,verizon
3371,had,verizon,year
3372,verizon,year,ago
3373,year,ago,and
3374,ago,and,realli
3375,and,realli,like
3376,realli,like,their
3377,like,their,servic
3378,pretti,piec,of
3379,plug,was,the
3380,was,the,wrong
3381,the,wrong,size
3382,work,as,describ
3383,save,your,money
3384,money,i,ve
3385,had,this,item
3386,this,item,for
3387,item,for,month
3388,for,month,now
3389,well,im,satisfi
3390,the,bose,nois
3391,bose,nois,cancel
3392,nois,cancel,is
3393,cancel,is,amaz
3394,is,amaz,which
3395,veri,import,for
3396,import,for,a
3397,for,a,nyc
3398,a,nyc,commut
3399,this,batteri,is
3400,batteri,is,an
3401,an,excel,bargain
3402,i,would,have
3403,would,have,given
3404,have,given,no
3405,given,no,star
3406,no,star,if
3407,star,if,i
3408,if,i,was
3409,i,was,abl
3410,i,wear,glass
3411,wear,glass,and
3412,it,fit,fine
3413,fit,fine,with
3414,fine,with,them
3415,with,them,the
3416,sound,qualiti,for
3417,qualiti,for,the
3418,for,the,devic
3419,devic,is,unaccept
3420,is,unaccept,unless
3421,unaccept,unless,you
3422,unless,you,are
3423,are,in,a
3424,in,a,realli
3425,a,realli,quiet
3426,realli,quiet,area
3427,quiet,area,you
3428,area,you,almost
3429,you,almost,hear
3430,almost,hear,noth
3431,to,anyon,the
3432,the,holster,that
3433,holster,that,arriv
3434,that,arriv,did
3435,arriv,did,not
3436,did,not,match
3437,not,match,the
3438,match,the,photo
3439,the,photo,in
3440,in,the,ad
3441,no,problem,at
3442,problem,at,all
3443,at,all,as
3444,as,an,earlier
3445,an,earlier,review
3446,earlier,review,note
3447,review,note,plug
3448,note,plug,in
3449,plug,in,this
3450,in,this,charger
3451,this,charger,and
3452,charger,and,noth
3453,and,noth,happen
3454,noth,happen,this
3455,this,frog,phone
3456,frog,phone,charm
3457,phone,charm,is
3458,charm,is,ador
3459,is,ador,and
3460,ador,and,veri
3461,and,veri,eye
3462,veri,eye,catch
3463,you,never,know
3464,never,know,if
3465,know,if,you
3466,if,you,push
3467,you,push,it
3468,push,it,hard
3469,it,hard,enough
3470,hard,enough,or
3471,enough,or,the
3472,or,the,right
3473,the,right,number
3474,right,number,of
3475,number,of,time
3476,of,time,for
3477,time,for,the
3478,for,the,function
3479,the,function,you
3480,function,you,want
3481,you,want,or
3482,want,or,not
3483,or,not,the
3484,not,the,sound
3485,is,clear,and
3486,clear,and,the
3487,and,the,peopl
3488,the,peopl,i
3489,peopl,i,talk
3490,i,talk,to
3491,to,on,it
3492,on,it,are
3493,it,are,amaz
3494,are,amaz,at
3495,at,the,qualiti
3496,the,qualiti,too
3497,qualiti,too,i
3498,got,the,aluminum
3499,the,aluminum,case
3500,aluminum,case,for
3501,case,for,my
3502,for,my,new
3503,my,new,palm
3504,new,palm,vx
3505,palm,vx,and
3506,it,work,realli
3507,realli,well,it
3508,well,it,has
3509,it,has,protect
3510,has,protect,my
3511,protect,my,handheld
3512,my,handheld,perfect
3513,handheld,perfect,so
3514,product,well,made
3515,mobil,phone,tool
3516,phone,tool,are
3517,tool,are,a
3518,are,a,must
3519,a,must,have
3520,have,i,am
3521,am,veri,impress
3522,with,the,job
3523,the,job,that
3524,job,that,motorola
3525,that,motorola,did
3526,motorola,did,on
3527,did,on,the
3528,on,the,sturdi
3529,the,sturdi,of
3530,sturdi,of,this
3531,of,this,phone
3532,this,phone,i
3533,phone,i,receiv
3534,receiv,my,order
3535,my,order,well
3536,order,well,within
3537,well,within,the
3538,within,the,ship
3539,the,ship,timefram
3540,ship,timefram,everyth
3541,timefram,everyth,was
3542,everyth,was,in
3543,was,in,good
3544,in,good,work
3545,good,work,order
3546,work,order,and
3547,order,and,overal
3548,and,overal,i
3549,overal,i,am
3550,am,veri,excit
3551,veri,excit,to
3552,have,this,sourc
3553,this,sourc,the
3554,sturdi,and,waterproof
3555,not,impress,with
3556,impress,with,this
3557,with,this,and
3558,and,i,would
3559,this,item,to
3560,item,to,anyon
3561,my,onli,complaint
3562,onli,complaint,is
3563,complaint,is,the
3564,is,the,standard
3565,the,standard,sound
3566,standard,sound,volum
3567,sound,volum,is
3568,volum,is,a
3569,is,a,littl
3570,a,littl,low
3571,littl,low,even
3572,low,even,when
3573,even,when,turn
3574,when,turn,up
3575,turn,up,to
3576,up,to,of
3577,thank,again,to
3578,again,to,amazon
3579,to,amazon,for
3580,amazon,for,have
3581,for,have,the
3582,thing,i,need
3583,i,need,for
3584,need,for,a
3585,a,good,price
3586,good,price,i
3587,end,up,slide
3588,up,slide,it
3589,slide,it,on
3590,it,on,the
3591,on,the,edg
3592,the,edg,of
3593,edg,of,my
3594,of,my,pant
3595,my,pant,or
3596,pant,or,back
3597,or,back,pocket
3598,back,pocket,instead
3599,pocket,instead,i
3600,had,to,go
3601,to,go,to
3602,to,a,store
3603,a,store,and
3604,store,and,bought
3605,and,bought,a
3606,bought,a,new
3607,a,new,nokia
3608,new,nokia,phone
3609,nokia,phone,which
3610,phone,which,is
3611,which,is,work
3612,is,work,great
3613,work,great,work
3614,horribl,had,to
3615,had,to,switch
3616,to,switch,time
3617,the,nois,shield
3618,nois,shield,is
3619,shield,is,incredi
3620,no,real,improv
3621,razr,batteri,good
3622,batteri,good,buy
3623,keep,up,the
3624,up,the,good
3625,the,good,work
3626,good,work,amazon
3627,they,refus,to
3628,refus,to,refund
3629,to,refund,or
3630,refund,or,replac
3631,unfortun,it,s
3632,it,s,easi
3633,s,easi,to
3634,easi,to,accident
3635,to,accident,activ
3636,accident,activ,them
3637,activ,them,with
3638,with,the,gentl
3639,the,gentl,touch
3640,gentl,touch,button
3641,touch,button,if
3642,button,if,you
3643,if,you,accident
3644,you,accident,touch
3645,accident,touch,the
3646,touch,the,phone
3647,to,your,face
3648,your,face,while
3649,face,while,listen
3650,listen,so,i
3651,so,i,basic
3652,i,basic,threw
3653,basic,threw,my
3654,threw,my,money
3655,my,money,out
3656,money,out,the
3657,out,the,window
3658,the,window,for
3659,window,for,noth
3660,great,case,and
3661,case,and,price
3662,and,price,all
3663,price,all,it
3664,all,it,took
3665,it,took,was
3666,took,was,one
3667,was,one,drop
3668,one,drop,from
3669,drop,from,about
3670,from,about,inch
3671,about,inch,abov
3672,inch,abov,the
3673,abov,the,kitchen
3674,the,kitchen,counter
3675,kitchen,counter,and
3676,it,was,crack
3677,was,crack,i
3678,crack,i,am
3679,am,not,impress
3680,not,impress,and
3681,impress,and,i
3682,and,i,am
3683,am,not,laugh
3684,bluetooth,rang,is
3685,rang,is,good
3686,good,a,few
3687,few,day,ago
3688,day,ago,i
3689,ago,i,left
3690,i,left,my
3691,left,my,phone
3692,my,phone,in
3693,in,the,trunk
3694,the,trunk,got
3695,trunk,got,a
3696,got,a,call
3697,a,call,and
3698,call,and,carri
3699,carri,the,convers
3700,the,convers,without
3701,convers,without,a
3702,without,a,hitch
3703,small,sleek,impress
3704,sleek,impress,look
3705,impress,look,practic
3706,look,practic,setup
3707,practic,setup,with
3708,setup,with,ampl
3709,with,ampl,storag
3710,ampl,storag,in
3711,storag,in,place
3712,the,eargel,channel
3713,channel,the,sound
3714,the,sound,direct
3715,sound,direct,into
3716,direct,into,your
3717,into,your,ear
3718,ear,and,seem
3719,and,seem,to
3720,seem,to,increas
3721,to,increas,the
3722,increas,the,sound
3723,the,sound,volum
3724,sound,volum,and
3725,volum,and,clariti
3726,of,the,new
3727,the,new,one
3728,new,one,have
3729,one,have,ever
3730,have,ever,quit
3731,ever,quit,work
3732,quit,work,proper
3733,i,am,glad
3734,glad,i,purchas
3735,i,purchas,it
3736,it,i,ve
3737,i,ve,miss
3738,ve,miss,numer
3739,miss,numer,call
3740,numer,call,becaus
3741,call,becaus,of
3742,becaus,of,this
3743,of,this,reason
3744,perhap,my,phone
3745,my,phone,is
3746,phone,is,defect
3747,is,defect,but
3748,defect,but,peopl
3749,but,peopl,cannot
3750,peopl,cannot,hear
3751,cannot,hear,me
3752,when,i,use
3753,this,don,t
3754,suck,most,of
3755,of,the,stuff
3756,the,stuff,doe
3757,stuff,doe,not
3758,my,phone,no
3759,no,shift,no
3760,no,bubbl,no
3761,no,peel,not
3762,peel,not,even
3763,not,even,a
3764,even,a,scratch
3765,a,scratch,noth
3766,scratch,noth,i
3767,noth,i,couldn
3768,couldn,t,be
3769,t,be,more
3770,be,more,happier
3771,more,happier,with
3772,happier,with,my
3773,with,my,new
3774,my,new,one
3775,new,one,for
3776,one,for,the
3777,for,the,droid
3778,worst,softwar,ever
3779,softwar,ever,use
3780,ever,use,if
3781,use,if,i
3782,if,i,could
3783,i,could,give
3784,could,give,this
3785,give,this,zero
3786,this,zero,star
3787,zero,star,i
3788,star,i,would
3789,tri,to,make
3790,to,make,a
3791,make,a,call
3792,a,call,on
3793,call,on,these
3794,on,these,is
3795,these,is,an
3796,is,an,exercis
3797,an,exercis,in
3798,exercis,in,frustrat
3799,case,is,a
3800,is,a,flimsi
3801,a,flimsi,piec
3802,flimsi,piec,of
3803,piec,of,plastic
3804,of,plastic,and
3805,plastic,and,has
3806,and,has,no
3807,has,no,front
3808,no,front,or
3809,front,or,side
3810,or,side,protect
3811,side,protect,whatsoev
3812,i,own,a
3813,own,a,jabra
3814,a,jabra,earset
3815,jabra,earset,and
3816,earset,and,was
3817,and,was,veri
3818,was,veri,happi
3819,it,but,the
3820,but,the,sound
3821,sound,qualiti,especi
3822,qualiti,especi,outgo
3823,especi,outgo,on
3824,outgo,on,this
3825,this,is,better
3826,is,better,i
3827,love,the,camera
3828,the,camera,it
3829,camera,it,s
3830,it,s,realli
3831,s,realli,pretti
3832,realli,pretti,good
3833,pretti,good,qualiti
3834,thank,you,for
3835,you,for,such
3836,for,such,great
3837,such,great,servic
3838,it,a,total
3839,a,total,packag
3840,the,seller,is
3841,veri,understand,and
3842,understand,and,patient
3843,and,patient,i
3844,patient,i,would
3845,i,would,definit
3846,would,definit,buy
3847,definit,buy,from
3848,buy,from,them
3849,them,again,i
3850,i,give,wirefli
3851,give,wirefli,star
3852,wirefli,star,i
3853,star,i,will
3854,i,will,contact
3855,will,contact,cingular
3856,contact,cingular,at
3857,cingular,at,t
3858,at,t,and
3859,t,and,inform
3860,and,inform,them
3861,inform,them,of
3862,them,of,this
3863,of,this,practic
3864,it,s,aggrav
3865,great,product,for
3866,price,i,have
3867,i,have,purchas
3868,have,purchas,these
3869,purchas,these,for
3870,these,for,both
3871,for,both,famili
3872,both,famili,and
3873,famili,and,friend
3874,and,friend,and
3875,and,all,enjoy
3876,all,enjoy,their
3877,enjoy,their,clariti
3878,their,clariti,and
3879,clariti,and,eas
3880,and,eas,of
3881,eas,of,use
3882,virgin,wireless,rock
3883,wireless,rock,and
3884,rock,and,so
3885,and,so,doe
3886,so,doe,this
3887,doe,this,cheap
3888,this,cheap,littl
3889,cheap,littl,phone
3890,none,of,it
3891,of,it,work
3892,work,just,don
3893,just,don,t
3894,t,buy,it
3895,muddi,low,qualiti
3896,low,qualiti,sound
3897,qualiti,sound,and
3898,and,the,case
3899,the,case,around
3900,around,the,wire
3901,the,wire,s
3902,wire,s,insert
3903,s,insert,was
3904,insert,was,poor
3905,was,poor,super
3906,poor,super,glu
3907,super,glu,and
3908,glu,and,slid
3909,and,slid,off
3910,pleas,dont,wast
3911,dont,wast,your
3912,all,i,m
3913,i,m,quit
3914,m,quit,satisfi
3915,quit,satisfi,with
3916,with,this,purchas
3917,if,you,are
3918,you,are,look
3919,are,look,for
3920,look,for,a
3921,for,a,good
3922,good,qualiti,motorola
3923,qualiti,motorola,headset
3924,motorola,headset,keep
3925,headset,keep,look
3926,keep,look,this
3927,look,this,isn
3928,this,isn,t
3929,isn,t,it
3930,yet,plantroninc,continu
3931,plantroninc,continu,to
3932,continu,to,use
3933,use,the,same
3934,the,same,flaw
3935,same,flaw,charger
3936,flaw,charger,design
3937,great,it,was
3938,it,was,new
3939,was,new,packag
3940,new,packag,nice
3941,packag,nice,work
3942,nice,work,good
3943,work,good,no
3944,good,no,problem
3945,no,problem,and
3946,it,came,in
3947,came,in,less
3948,in,less,time
3949,less,time,then
3950,time,then,i
3951,then,i,expect
3952,i,expect,great
3953,great,product,it
3954,product,it,s
3955,s,a,piec
3956,piec,of,crap
3957,my,experi,was
3958,experi,was,terribl
3959,was,terribl,this
3960,this,was,my
3961,was,my,fourth
3962,my,fourth,bluetooth
3963,fourth,bluetooth,headset
3964,bluetooth,headset,and
3965,headset,and,while
3966,while,it,was
3967,it,was,much
3968,was,much,more
3969,much,more,comfort
3970,more,comfort,than
3971,comfort,than,my
3972,than,my,last
3973,my,last,jabra
3974,last,jabra,which
3975,jabra,which,i
3976,which,i,hate
3977,i,hate,this
3978,this,fix,all
3979,fix,all,the
3980,all,the,problem
3981,worst,ever,i
3982,ever,i,am
3983,am,veri,happi
3984,veri,happi,i
3985,ve,had,no
3986,had,no,troubl
3987,no,troubl,access
3988,troubl,access,the
3989,access,the,internet
3990,the,internet,download
3991,internet,download,rington
3992,download,rington,or
3993,rington,or,perform
3994,or,perform,ani
3995,perform,ani,of
3996,ani,of,the
3997,of,the,function
3998,the,function,i
3999,i,can,bare
4000,can,bare,ever
4001,bare,ever,hear
4002,ever,hear,on
4003,hear,on,it
4004,and,am,constant
4005,am,constant,say
4006,constant,say,what
4007,say,what,the
4008,the,batteri,life
4009,life,is,high
4010,is,high,unaccept
4011,that,compani,is
4012,compani,is,a
4013,it,doe,everyth
4014,doe,everyth,the
4015,everyth,the,descript
4016,the,descript,said
4017,descript,said,it
4018,said,it,would
4019,due,to,this
4020,to,this,happen
4021,this,happen,on
4022,happen,on,everi
4023,on,everi,call
4024,everi,call,i
4025,call,i,was
4026,i,was,forc
4027,was,forc,to
4028,forc,to,stop
4029,to,stop,use
4030,stop,use,this
4031,use,this,headset
4032,this,headset,it
4033,headset,it,work
4034,great,with,a
4035,with,a,car
4036,charger,especi,if
4037,especi,if,you
4038,if,you,cannot
4039,you,cannot,plug
4040,cannot,plug,in
4041,plug,in,two
4042,in,two,adapt
4043,two,adapt,at
4044,adapt,at,the
4045,at,the,same
4046,the,same,time
4047,verizon,tech,support
4048,tech,support,walk
4049,support,walk,my
4050,walk,my,through
4051,my,through,a
4052,through,a,few
4053,a,few,procedur
4054,few,procedur,none
4055,procedur,none,of
4056,none,of,which
4057,of,which,work
4058,which,work,and
4059,work,and,i
4060,and,i,end
4061,i,end,up
4062,end,up,have
4063,to,do,a
4064,do,a,hard
4065,a,hard,re
4066,hard,re,set
4067,re,set,wipe
4068,set,wipe,out
4069,wipe,out,all
4070,out,all,my
4071,all,my,data
4072,voic,qualiti,signal
4073,qualiti,signal,strength
4074,signal,strength,drop
4075,strength,drop,call
4076,drop,call,it
4077,it,play,louder
4078,play,louder,than
4079,louder,than,ani
4080,than,ani,other
4081,ani,other,speaker
4082,other,speaker,of
4083,speaker,of,this
4084,of,this,size
4085,this,size,the
4086,size,the,price
4087,the,price,is
4088,price,is,so
4089,is,so,low
4090,so,low,that
4091,low,that,most
4092,that,most,would
4093,most,would,think
4094,would,think,the
4095,think,the,qualiti
4096,the,qualiti,is
4097,qualiti,is,lack
4098,is,lack,howev
4099,lack,howev,it
4100,howev,it,s
4101,not,better,than
4102,better,than,expect
4103,than,expect,it
4104,it,feel,poor
4105,feel,poor,construct
4106,poor,construct,the
4107,construct,the,menus
4108,the,menus,are
4109,menus,are,difficult
4110,are,difficult,to
4111,difficult,to,navig
